popularity,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.056777,Doctor Who: The Waters of Mars,62,Science Fiction,2009-12-19,25,8.0,2009,0.0,0.0
0.135759,Logorama,16,Animation,2009-01-01,26,7.2,2009,0.0,0.0
0.029831,R.T.T.,88,Comedy,2009-12-09,32,4.7,2009,0.0,0.0
0.027045,Alma,6,Animation,2009-01-01,28,7.2,2009,0.0,0.0
0.026174,Waking Sleeping Beauty,86,Documentary,2009-09-05,11,6.9,2009,0.0,81.31203473
0.023254,Kurbaan,155,Foreign,2009-11-20,10,4.9,2009,0.0,0.0
0.024051,The Yes Men Fix the World,87,Documentary,2009-01-18,15,6.5,2009,0.0,0.0
0.021121,Deadline,89,Drama,2009-01-01,11,5.6,2009,0.0,0.0
0.021041,Today's Special,99,Comedy,2009-10-14,18,6.3,2009,0.0,407224.8995
0.015926,Un'estate ai Caraibi,110,Comedy,2009-06-12,12,4.2,2009,0.0,0.0
0.169317,Table for Three,93,Comedy,2009-01-01,12,4.3,2009,0.0,0.0
0.01531,Los Bandoleros,20,Action,2009-07-28,42,5.9,2009,0.0,0.0
0.013174,Long Weekend,87,Drama,2009-08-14,10,6.0,2009,0.0,0.0
0.01217,Map of the Sounds of Tokyo,109,Drama,2009-12-02,12,5.4,2009,0.0,0.0
0.00246,Talhotblond,83,Documentary,2009-02-01,11,6.0,2009,0.0,0.0
0.257762,His Name Was Jason: 30 Years of Friday the 13th,90,Documentary,2009-02-03,16,6.9,2009,0.0,0.0
0.005502,Cencoroll,25,Animation,2009-07-28,11,6.0,2009,0.0,0.0
0.139545,De Dana Dan,166,Action,2009-11-27,11,4.4,2009,0.0,0.0
0.00459,Jean Charles,91,Documentary,2009-06-26,11,6.6,2009,0.0,0.0
0.019105,ThanksKilling,66,Comedy,2009-11-17,10,4.1,2009,3557.401519,0.0
0.003432,Jim Jefferies: I Swear to God,58,Comedy,2009-05-16,11,7.0,2009,0.0,0.0
0.005289,Une semaine sur deux,98,Drama,2009-07-22,14,5.5,2009,0.0,0.0
0.001423,Circle of Eight,84,Mystery,2009-10-27,11,4.3,2009,0.0,0.0
9.363643,Inception,148,Action,2010-07-14,9767,7.9,2010,160000000.0,825500000.0
5.70486,Iron Man 2,124,Adventure,2010-04-28,4920,6.6,2010,200000000.0,623933331.0
5.57295,Alice in Wonderland,108,Family,2010-03-03,2853,6.3,2010,200000000.0,1025467110.0
5.29318,Black Swan,108,Drama,2010-12-02,2597,7.1,2010,13000000.0,327803731.0
4.840588,Harry Potter and the Deathly Hallows: Part 1,146,Adventure,2010-10-17,3467,7.4,2010,250000000.0,954305868.0
3.791881,Despicable Me,95,Action,2010-07-08,4851,7.1,2010,69000000.0,543513985.0
3.74884,The Expendables,103,Action,2010-08-03,2025,5.9,2010,80000000.0,274470394.0
3.560424,How to Train Your Dragon,98,Fantasy,2010-03-05,2949,7.4,2010,165000000.0,494878759.0
3.176169,Shutter Island,138,Drama,2010-02-18,3554,7.6,2010,80000000.0,294804195.0
2.911727,TRON: Legacy,125,Adventure,2010-12-10,2026,6.3,2010,170000000.0,400062763.0
2.865684,Tangled,100,Animation,2010-11-24,2019,7.3,2010,260000000.0,591794936.0
2.711136,Toy Story 3,103,Animation,2010-06-16,2924,7.5,2010,200000000.0,1063171911.0
2.586787,Salt,100,Action,2010-07-21,1433,6.2,2010,110000000.0,293329073.0
2.440611,127 Hours,94,Adventure,2010-11-05,1645,6.9,2010,18000000.0,35692920.0
2.332359,Easy A,92,Comedy,2010-09-10,1303,6.6,2010,8000000.0,74952305.0
2.245241,The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Adventure,2010-08-13,905,6.0,2010,155000000.0,415686217.0
2.225609,Kick-Ass,117,Action,2010-03-22,3085,7.0,2010,28000000.0,96188903.0
2.162441,The Tourist,103,Action,2010-12-08,1084,6.0,2010,100000000.0,278346189.0
2.128799,Prince of Persia: The Sands of Time,116,Adventure,2010-05-19,1545,6.1,2010,150000000.0,335154643.0
2.11831,Robin Hood,140,Action,2010-05-12,844,6.1,2010,200000000.0,310669540.0
2.100704,True Grit,110,Drama,2010-12-22,1084,7.0,2010,38000000.0,252276927.0
2.087252,Clash of the Titans,106,Adventure,2010-04-01,1530,5.6,2010,125000000.0,232713139.0
2.053855,The Sorcerer's Apprentice,109,Fantasy,2010-07-13,871,5.8,2010,150000000.0,215283742.0
2.033563,Letters to Juliet,105,Comedy,2010-05-14,482,6.5,2010,30000000.0,0.0
1.923694,The Social Network,120,Drama,2010-09-30,2022,7.1,2010,40000000.0,224920315.0
1.906739,Scott Pilgrim vs. the World,112,Action,2010-07-27,1258,7.2,2010,60000000.0,47664559.0
1.903671,Little Fockers,98,Comedy,2010-12-21,717,5.4,2010,100000000.0,310650585.0
1.888263,Predators,107,Action,2010-07-03,722,5.8,2010,40000000.0,126248813.0
1.878018,Percy Jackson & the Olympians: The Lightning Thief,118,Adventure,2010-02-01,1175,6.0,2010,95000000.0,226497209.0
1.874641,Unstoppable,98,Action,2010-11-04,733,6.2,2010,100000000.0,167805466.0
1.820934,Shrek Forever After,93,Comedy,2010-05-16,1191,6.0,2010,165000000.0,752600867.0
1.784073,Dear John,115,Drama,2010-02-04,737,6.5,2010,25000000.0,114977104.0
1.730679,The A-Team,117,Thriller,2010-06-10,1162,6.2,2010,110000000.0,177238796.0
1.720825,RED,111,Action,2010-10-13,2064,6.5,2010,58000000.0,71664962.0
1.71986,Machete,105,Action,2010-09-01,753,6.2,2010,20000000.0,31327899.0
1.659355,Grown Ups,102,Comedy,2010-06-24,1144,6.1,2010,80000000.0,271430189.0
1.624483,The Book of Eli,118,Action,2010-01-14,1506,6.5,2010,80000000.0,157107755.0
1.618371,Date Night,97,Comedy,2010-04-08,781,5.9,2010,55000000.0,152263880.0
1.614028,The Town,125,Crime,2010-09-15,930,6.9,2010,37000000.0,154026136.0
1.57937,Remember Me,113,Drama,2010-03-12,568,6.8,2010,20000000.0,0.0
1.546212,The Twilight Saga: Eclipse,124,Adventure,2010-06-23,1331,5.9,2010,68000000.0,698491347.0
1.540322,Megamind,95,Animation,2010-10-28,1190,6.6,2010,130000000.0,321885765.0
1.538276,The Last Airbender,103,Action,2010-06-30,732,4.7,2010,150000000.0,318502923.0
1.419224,The Other Guys,107,Action,2010-08-06,951,6.1,2010,100000000.0,170432927.0
1.402935,30 Days of Night: Dark Days,92,Horror,2010-10-04,74,4.8,2010,0.0,0.0
1.396973,Insidious,103,Horror,2010-09-13,999,6.7,2010,1500000.0,97009150.0
1.386743,Step Up 3D,107,Drama,2010-08-04,365,6.5,2010,30000000.0,159291809.0
1.385499,The King's Speech,118,Drama,2010-09-06,1688,7.4,2010,15000000.0,414211549.0
1.365279,Love & Other Drugs,112,Drama,2010-11-22,756,6.5,2010,30000000.0,102820008.0
1.36053,The Way Back,133,Drama,2010-09-03,246,6.7,2010,30000000.0,20348249.0
1.348633,Repo Men,111,Action,2010-03-18,375,6.1,2010,32000000.0,18409891.0
1.344701,Last Night,90,Drama,2010-05-11,150,6.1,2010,7000000.0,7644937.0
1.325302,Knight and Day,109,Action,2010-06-15,1045,5.9,2010,117000000.0,261930431.0
1.302132,Undisputed III: Redemption,96,Action,2010-05-22,87,7.4,2010,3000000.0,0.0
1.271623,Eat Pray Love,133,Drama,2010-08-12,407,5.7,2010,60000000.0,204594016.0
1.271367,Blue Valentine,112,Drama,2010-12-27,530,6.9,2010,1000000.0,12355734.0
1.255298,The Bounty Hunter,110,Action,2010-03-16,553,5.5,2010,40000000.0,136000000.0
1.2347,Leap Year,100,Romance,2010-01-08,283,6.3,2010,19000000.0,29922472.0
1.206958,Green Zone,115,Action,2010-03-11,445,6.3,2010,100000000.0,94882889.0
1.203837,Gulliver's Travels,85,Comedy,2010-12-25,375,5.0,2010,112000000.0,237382724.0
1.202845,The Back-Up Plan,106,Comedy,2010-04-23,290,5.7,2010,35000000.0,77477008.0
1.166631,Charlie St. Cloud,99,Drama,2010-05-01,324,6.8,2010,44000000.0,48190704.0
1.147365,The Switch,101,Comedy,2010-05-11,388,5.8,2010,19000000.0,49830607.0
1.14644,The Runaways,106,Drama,2010-03-19,133,6.3,2010,10000000.0,2995811.0
1.145806,Valentine's Day,125,Comedy,2010-02-10,675,5.6,2010,52000000.0,216485654.0
1.138389,Don't Be Afraid of the Dark,99,Fantasy,2010-11-06,186,5.4,2010,25000000.0,36993168.0
1.137934,Tinker Bell and the Great Fairy Rescue,76,Animation,2010-08-13,138,6.3,2010,0.0,0.0
1.134397,Saw 3D,90,Horror,2010-10-21,397,5.8,2010,20000000.0,136150434.0
1.125831,The Karate Kid,140,Action,2010-06-10,1019,6.1,2010,40000000.0,357852395.0
1.119731,Due Date,95,Comedy,2010-11-04,1015,6.2,2010,65000000.0,211780824.0
1.111487,Wild Target,98,Action,2010-06-17,101,6.1,2010,8000000.0,3453043.0
1.107689,From Paris with Love,92,Action,2010-02-05,432,6.1,2010,52000000.0,52615806.0
1.107358,The Ghost Writer,128,Thriller,2010-02-12,357,6.5,2010,45000000.0,60222298.0
1.084894,It's Kind of a Funny Story,101,Comedy,2010-07-06,364,6.9,2010,8000000.0,6491240.0
1.078211,The Next Three Days,133,Romance,2010-11-18,570,6.8,2010,30000000.0,51148651.0
1.074308,A Nightmare on Elm Street,95,Horror,2010-04-30,423,5.5,2010,35000000.0,115664037.0
1.065023,The Losers,97,Action,2010-04-23,298,6.2,2010,25000000.0,23580000.0
1.054685,The Fighter,116,Drama,2010-12-17,965,7.1,2010,25000000.0,9190869.0
1.047978,Get Him to the Greek,109,Comedy,2010-06-04,359,5.9,2010,40000000.0,90029656.0
1.046994,Tucker and Dale vs Evil,89,Comedy,2010-01-22,457,7.2,2010,0.0,0.0
1.023117,Jonah Hex,80,Action,2010-06-18,252,4.4,2010,47000000.0,10539000.0
1.010874,Arthur 3: la guerre des deux mondes,101,Animation,2010-08-22,185,5.3,2010,65000000.0,0.0
1.009826,Stomp the Yard 2: Homecoming,90,Drama,2010-10-10,19,5.4,2010,0.0,0.0
1.008796,My Name Is Khan,145,Drama,2010-02-12,140,7.6,2010,22000000.0,0.0
1.004446,Vampires Suck,82,Horror,2010-08-18,177,4.3,2010,20000000.0,80547866.0
1.003782,Inside Job,109,Documentary,2010-10-08,171,7.6,2010,2000000.0,7871522.0
0.997641,Killers,100,Action,2010-06-04,530,5.7,2010,75000000.0,98159963.0
0.992107,Legion,100,Horror,2010-01-21,376,5.0,2010,26000000.0,67918658.0
0.988366,13,97,Drama,2010-03-12,135,5.9,2010,0.0,3317662.0
0.984762,Sex and the City 2,146,Comedy,2010-05-26,275,5.5,2010,100000000.0,288347692.0
0.982925,You Again,105,Comedy,2010-09-24,213,6.0,2010,20000000.0,32005248.0
0.981468,Nanny McPhee and the Big Bang,109,Fantasy,2010-03-26,228,6.0,2010,35000000.0,93246388.0
0.944055,Hot Tub Time Machine,101,Science Fiction,2010-03-26,550,5.9,2010,36000000.0,64572262.0
0.932529,The Experiment,120,Thriller,2010-07-15,143,6.6,2010,21800000.0,0.0
0.919635,Let Me In,116,Drama,2010-10-01,353,6.6,2010,20000000.0,24145613.0
0.918093,Flipped,90,Comedy,2010-08-06,259,7.2,2010,14000000.0,1755212.0
0.914278,Legend of the Guardians: The Owls of Ga'Hoole,97,Animation,2010-07-10,471,6.5,2010,80000000.0,140073390.0
0.912689,Takers,107,Action,2010-08-26,248,6.1,2010,32000000.0,69055695.0
0.912122,Burlesque,119,Drama,2010-11-23,341,6.8,2010,55000000.0,89519773.0
0.892356,The Company Men,104,Drama,2010-10-21,133,6.4,2010,15000000.0,4882577.0
0.878529,Going the Distance,102,Comedy,2010-09-01,172,6.0,2010,32000000.0,42045846.0
0.878074,Faster,98,Crime,2010-11-23,360,6.2,2010,24000000.0,23081726.0
0.876654,La Rafle,115,Drama,2010-03-10,182,7.3,2010,20000000.0,0.0
0.875432,Paranormal Activity 2,91,Horror,2010-10-20,421,5.7,2010,3000000.0,177512032.0
0.856916,Never Let Me Go,104,Drama,2010-09-15,414,6.7,2010,15000000.0,9455232.0
0.856837,Batman: Under the Red Hood,75,Action,2010-07-27,272,7.6,2010,0.0,6629178.0
0.856222,The American,104,Crime,2010-08-31,290,5.6,2010,20000000.0,65464324.0
0.84783,Kung Fu Panda Holiday,21,Animation,2010-11-26,28,6.7,2010,0.0,0.0
0.839107,Cop Out,107,Action,2010-02-26,310,5.5,2010,30000000.0,55583804.0
0.837064,Mother's Day,112,Crime,2010-09-23,51,6.2,2010,11000000.0,0.0
0.827664,Monsters,94,Drama,2010-06-18,328,6.3,2010,500000.0,4242978.0
0.826116,The Way,128,Adventure,2010-09-10,93,7.2,2010,0.0,4430765.0
0.82289,Life as We Know It,115,Comedy,2010-10-08,516,6.5,2010,38000000.0,105610124.0
0.804348,Centurion,97,Drama,2010-02-15,198,5.7,2010,12000000.0,6814789.0
0.802711,Beginners,105,Drama,2010-09-11,204,6.8,2010,3200000.0,5332926.0
0.79882,Minions: Home Makeover,5,Animation,2010-12-13,54,7.1,2010,0.0,0.0
0.795707,AÃ±o bisiesto,94,Drama,2010-05-17,13,4.7,2010,0.0,0.0
0.794885,Shelter,112,Horror,2010-03-27,112,5.5,2010,22000000.0,851517.0
0.791799,Stone,105,Drama,2010-10-07,97,4.9,2010,22000000.0,9479718.0
0.789582,Diary of a Wimpy Kid,94,Comedy,2010-03-19,190,5.8,2010,15000000.0,75700498.0
0.788144,I Spit on Your Grave,108,Thriller,2010-06-17,269,6.2,2010,2000000.0,572809.0
0.78688,Piranha 3D,88,Comedy,2010-08-20,306,5.2,2010,24000000.0,83188165.0
0.77844,Morning Glory,102,Comedy,2010-01-12,246,6.1,2010,40000000.0,58785180.0
0.773316,Conviction,107,Drama,2010-09-11,87,7.0,2010,12500000.0,6732980.0
0.764791,The Nutcracker: The Untold Story,110,Fantasy,2010-11-24,28,5.8,2010,90000000.0,16178959.0
0.761889,The Last Exorcism,87,Horror,2010-08-27,179,5.4,2010,1800000.0,67738090.0
0.756229,Tooth Fairy,101,Comedy,2010-01-14,282,5.2,2010,48000000.0,112462508.0
0.754526,Beauty & the Briefcase,83,Romance,2010-04-18,90,5.1,2010,0.0,0.0
0.754168,Fair Game,108,Drama,2010-05-20,129,6.4,2010,22000000.0,24188922.0
0.745434,The Ward,88,Horror,2010-09-13,166,5.9,2010,10000000.0,498974.0
0.744585,Planet Hulk,81,Animation,2010-02-02,59,6.6,2010,0.0,7000000.0
0.740867,Buried,94,Drama,2010-09-24,458,6.5,2010,1987650.0,19152480.0
0.73988,Dinner for Schmucks,114,Comedy,2010-07-30,324,5.4,2010,69000000.0,86387857.0
0.733947,When in Rome,91,Fantasy,2010-01-29,249,5.7,2010,0.0,36699403.0
0.698694,Game of Death,98,Adventure,2010-11-27,25,4.6,2010,13000000.0,0.0
0.693664,Waiting for Forever,94,Drama,2010-02-10,81,5.8,2010,0.0,0.0
0.68633,The Kids Are All Right,106,Comedy,2010-07-09,280,6.4,2010,4000000.0,34705850.0
0.674413,The Search for Santa Paws,89,Adventure,2010-10-12,18,5.7,2010,0.0,0.0
0.671484,Skyline,100,Science Fiction,2010-11-11,304,4.7,2010,10000000.0,66821036.0
0.670027,The Debt,113,Drama,2010-04-11,147,6.1,2010,20000000.0,45636368.0
0.669106,Sammy's avonturen: De geheime doorgang,88,Animation,2010-08-03,91,5.8,2010,0.0,0.0
0.661465,Get Low,103,Comedy,2010-07-30,41,5.9,2010,7500000.0,0.0
0.659899,Unthinkable,97,Action,2010-06-14,237,6.5,2010,15000000.0,0.0
0.659749,Winter's Bone,100,Drama,2010-06-11,289,6.7,2010,2000000.0,13831503.0
0.658786,Gainsbourg (vie hÃ©roÃ¯que),130,Drama,2010-01-20,57,6.9,2010,0.0,0.0
0.655955,Ca$h,108,Crime,2010-01-01,33,5.8,2010,7000000.0,46488.0
0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,82,Comedy,2010-07-30,60,5.0,2010,85000000.0,112483764.0
0.6538,Camp Rock 2: The Final Jam,97,TV Movie,2010-06-06,185,5.5,2010,0.0,0.0
0.64929,MacGruber,90,Action,2010-05-21,95,5.2,2010,10000000.0,6110000.0
0.648081,Ramona and Beezus,103,Comedy,2010-07-23,158,6.2,2010,0.0,0.0
0.642475,The Wolfman,102,Horror,2010-02-11,299,5.4,2010,150000000.0,0.0
0.642315,Greenberg,107,Comedy,2010-03-26,72,5.9,2010,0.0,6153967.0
0.640576,How Do You Know,121,Comedy,2010-12-17,136,4.9,2010,120000000.0,48668907.0
0.640516,Jackass 3D,94,Comedy,2010-10-15,302,6.5,2010,20000000.0,0.0
0.63509,Minions: Banana,4,Animation,2010-12-13,113,7.2,2010,0.0,0.0
0.631665,Avalon High,60,Drama,2010-11-12,89,5.7,2010,0.0,0.0
0.629432,Senna,106,Documentary,2010-10-07,178,8.0,2010,0.0,8212430.0
0.62808,Nude Nuns With Big Guns,90,Thriller,2010-09-24,22,3.6,2010,0.0,0.0
0.619772,Rubber,85,Comedy,2010-07-09,140,5.6,2010,500000.0,98017.0
0.619551,Sinners and Saints,104,Action,2010-09-14,16,5.3,2010,0.0,3826.0
0.618078,The Spy Next Door,94,Action,2010-01-15,210,5.4,2010,28000000.0,45236543.0
0.61643,She's Out of My League,104,Comedy,2010-03-11,318,5.9,2010,20000000.0,49779728.0
0.611978,Black Death,102,Drama,2010-06-07,107,5.6,2010,0.0,265318.0
0.608691,All Good Things,101,Drama,2010-12-03,192,5.9,2010,0.0,0.0
0.602854,Henry's Crime,108,Action,2010-01-14,49,5.8,2010,12000000.0,204940.0
0.602017,The Killer Inside Me,109,Crime,2010-02-19,88,6.1,2010,13000000.0,0.0
0.599676,London Boulevard,103,Drama,2010-11-10,151,5.5,2010,25000000.0,4644108.0
0.598275,Hereafter,129,Drama,2010-10-15,279,5.5,2010,50000000.0,105197635.0
0.598083,Gun,81,Action,2010-06-10,20,5.1,2010,10000000.0,0.0
0.597254,My Soul to Take,107,Drama,2010-10-08,75,5.2,2010,25000000.0,19829957.0
0.59643,TEKKEN,92,Crime,2010-03-20,110,5.0,2010,30000000.0,967000.0
0.591206,The Conspirator,122,Crime,2010-09-10,78,5.9,2010,25000000.0,15478800.0
0.583302,The Heavy,102,Action,2010-04-08,10,4.8,2010,4500000.0,0.0
0.579188,Death at a Funeral,92,Comedy,2010-04-15,134,5.7,2010,21000000.0,49050886.0
0.576838,Mirrors 2,86,Horror,2010-10-18,66,5.4,2010,0.0,0.0
0.569318,Crazy on the Outside,136,Comedy,2010-01-08,14,5.6,2010,0.0,88335.0
0.564203,Hesher,106,Drama,2010-01-22,104,6.2,2010,7000000.0,382946.0
0.554061,Animal Kingdom,113,Drama,2010-06-03,117,6.7,2010,5000000.0,1000000.0
0.552065,Marmaduke,87,Family,2010-06-04,75,4.9,2010,50000000.0,83761844.0
0.550709,Cave of Forgotten Dreams,90,Documentary,2010-09-10,32,7.1,2010,0.0,6467348.0
0.548639,Jack Goes Boating,89,Comedy,2010-09-23,22,6.0,2010,0.0,538000.0
0.545277,Red Hill,97,Action,2010-11-05,23,6.1,2010,0.0,0.0
0.538392,Frozen,93,Thriller,2010-02-05,322,5.8,2010,0.0,3065860.0
0.535535,Wall Street: Money Never Sleeps,133,Drama,2010-09-02,325,5.8,2010,70000000.0,134748021.0
0.534678,The Whistleblower,112,Drama,2010-09-13,75,6.7,2010,0.0,0.0
0.534572,Legend of the BoneKnapper Dragon,16,TV Movie,2010-10-15,42,6.5,2010,0.0,0.0
0.534468,Please Give,90,Comedy,2010-01-22,24,5.6,2010,3000000.0,0.0
0.534192,Carlos,338,Crime,2010-05-19,35,6.2,2010,18000000.0,871279.0
0.534144,Jack and the Beanstalk,94,Adventure,2010-04-20,15,6.3,2010,0.0,0.0
0.532098,Shanghai,105,Drama,2010-06-10,28,6.0,2010,50000000.0,0.0
0.528989,The Bang Bang Club,106,Drama,2010-09-15,33,6.7,2010,0.0,0.0
0.524061,Wrecked,91,Thriller,2010-12-04,54,5.3,2010,0.0,8020.0
0.523187,The Tortured,79,Horror,2010-06-15,22,5.6,2010,8500000.0,0.0
0.518174,The Last Song,107,Drama,2010-03-31,529,6.8,2010,0.0,0.0
0.516644,The Human Centipede 2 (Full Sequence),91,Drama,2010-08-21,159,4.7,2010,0.0,0.0
0.514465,Another Year,129,Comedy,2010-11-05,46,6.7,2010,8000000.0,18124262.0
0.514385,Barbie: A Fashion Fairytale,79,Family,2010-09-14,31,6.5,2010,0.0,0.0
0.513857,Everything Must Go,97,Comedy,2010-10-15,111,5.8,2010,5000000.0,2614773.0
0.513524,Sherlock Holmes,89,Fantasy,2010-01-26,35,5.5,2010,0.0,0.0
0.512957,The Crazies,101,Mystery,2010-02-26,320,6.1,2010,20000000.0,54956140.0
0.51097,Chatroom,97,Drama,2010-08-11,65,5.9,2010,0.0,0.0
0.507471,The Client List,88,Drama,2010-07-19,25,5.2,2010,0.0,0.0
0.507092,í¬í™” ì†ìœ¼ë¡œ,120,War,2010-06-16,21,6.9,2010,10000.0,0.0
0.498635,Rabbit Hole,91,Drama,2010-12-16,73,6.6,2010,5000000.0,5129058.0
0.49843,Somewhere,98,Drama,2010-09-03,120,6.2,2010,8000000.0,0.0
0.495162,Alpha and Omega,88,Family,2010-09-17,84,5.5,2010,20000000.0,39300000.0
0.493121,You Will Meet a Tall Dark Stranger,98,Comedy,2010-05-23,131,5.8,2010,22000000.0,0.0
0.493069,You Don't Know Jack,134,Drama,2010-04-14,49,6.7,2010,0.0,0.0
0.490141,Scooby-Doo! Curse of the Lake Monster,79,Mystery,2010-10-15,31,5.0,2010,0.0,0.0
0.484243,Open Season 3,75,Animation,2010-01-25,64,5.3,2010,0.0,0.0
0.478118,Dog Pound,91,Drama,2010-04-24,53,7.7,2010,0.0,430041.0
0.47421,16 Wishes,90,Fantasy,2010-06-25,162,5.4,2010,0.0,0.0
0.473513,StarStruck,90,Comedy,2010-02-14,112,6.0,2010,0.0,0.0
0.470522,Operation: Endgame,82,Adventure,2010-07-20,33,5.4,2010,0.0,0.0
0.470249,Yogi Bear,80,Comedy,2010-12-11,146,5.1,2010,80000000.0,201584141.0
0.460457,Flicka 2,96,Adventure,2010-05-04,13,6.0,2010,0.0,0.0
0.460154,Friendship!,110,Comedy,2010-01-13,33,7.0,2010,0.0,0.0
0.455662,StreetDance 3D,98,Drama,2010-05-19,54,5.8,2010,5773100.0,18144030.0
0.449761,Scared Shrekless,21,Animation,2010-10-28,49,6.4,2010,0.0,0.0
0.448095,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,82,Comedy,2010-06-08,17,3.2,2010,0.0,0.0
0.44737,Just Wright,100,Comedy,2010-05-14,70,6.0,2010,0.0,21520719.0
0.444944,Superman/Batman: Apocalypse,78,Animation,2010-09-28,95,7.0,2010,3500000.0,0.0
0.443893,Super,96,Comedy,2010-09-09,211,6.6,2010,2500000.0,324138.0
0.443807,The Tempest,110,Fantasy,2010-12-10,16,6.1,2010,20000000.0,346594.0
0.443437,PiÃ¨ce MontÃ©e,93,Comedy,2010-03-10,10,5.4,2010,0.0,0.0
0.442823,Burning Palms,112,Comedy,2010-04-23,11,5.5,2010,5800000.0,0.0
0.442301,Sound of Noise,102,Comedy,2010-12-25,29,7.2,2010,4466000.0,0.0
0.426522,Bloomington,83,Drama,2010-06-23,23,6.1,2010,0.0,0.0
0.424197,Womb,111,Romance,2010-07-15,40,5.6,2010,3100000.0,0.0
0.423663,Donkey's Christmas Shrektacular,8,Fantasy,2010-12-07,14,5.1,2010,0.0,0.0
0.423512,My Girlfriend's Boyfriend,84,Comedy,2010-04-22,31,6.0,2010,1400000.0,0.0
0.422828,Every Day,93,Drama,2010-01-14,19,4.5,2010,0.0,18000.0
0.609669,Sintel,14,Animation,2010-09-30,51,7.6,2010,550000.0,0.0
0.417035,BloodRayne: The Third Reich,79,Action,2010-11-05,38,3.6,2010,10000000.0,0.0
0.416714,Firebreather,90,Adventure,2010-11-24,19,6.0,2010,0.0,0.0
0.410128,Going Postal,182,Fantasy,2010-05-30,36,6.5,2010,0.0,0.0
0.23283,Superman/Shazam!: The Return of Black Adam,22,Animation,2010-11-09,46,7.0,2010,0.0,0.0
0.407787,Titanic II,90,Action,2010-08-07,32,2.7,2010,0.0,0.0
0.406941,Country Strong,117,Drama,2010-12-22,49,5.9,2010,15000000.0,20529194.0
0.401176,YellowBrickRoad,99,Horror,2010-01-23,22,5.0,2010,500000.0,0.0
0.400305,Justice League: Crisis on Two Earths,75,Action,2010-02-23,79,7.1,2010,0.0,0.0
0.397548,Exit Through the Gift Shop,87,Documentary,2010-01-24,200,7.7,2010,0.0,4790751.0
0.39567,Mr. Nice,121,Crime,2010-10-07,33,6.2,2010,0.0,850994.0
0.393778,Kongen av BastÃ¸y,120,Drama,2010-12-16,32,6.6,2010,10000000.0,0.0
0.393626,"Tomorrow, When the War Began",103,Action,2010-08-08,112,6.5,2010,27000000.0,16504936.0
0.390858,Sint,85,Horror,2010-10-31,25,4.7,2010,0.0,0.0
0.389123,Into the Universe with Stephen Hawking,86,Documentary,2010-04-24,15,7.0,2010,0.0,0.0
0.385532,GÃ´ruden suranbÃ¢,139,Action,2010-01-30,11,7.3,2010,0.0,0.0
0.385303,And Soon the Darkness,91,Horror,2010-02-25,54,5.1,2010,0.0,0.0
0.379104,Lottery Ticket,99,Comedy,2010-08-20,30,5.8,2010,0.0,0.0
0.082894,The Pillars of the Earth,421,Drama,2010-07-23,22,7.3,2010,0.0,0.0
0.375979,Extraordinary Measures,105,Drama,2010-01-21,44,5.8,2010,31000000.0,15134293.0
0.374797,Family Guy Presents: It's a Trap!,56,Animation,2010-10-22,89,7.0,2010,0.0,0.0
0.368927,Devil,80,Horror,2010-01-13,433,5.6,2010,10000000.0,33583175.0
0.368374,Kaboom,86,Science Fiction,2010-08-22,68,5.3,2010,0.0,539957.0
0.364652,Welcome to the Rileys,110,Drama,2010-10-29,80,6.3,2010,0.0,42145.0
0.361861,Boy Wonder,93,Action,2010-08-11,26,5.8,2010,0.0,0.0
0.359688,HÃ¦vnen,119,Drama,2010-08-26,60,7.1,2010,15000000.0,0.0
0.359543,Sundays at Tiffany's,88,Drama,2010-12-06,16,6.0,2010,0.0,0.0
0.356462,Day & Night,6,Animation,2010-06-17,179,7.6,2010,0.0,0.0
0.348945,Cyrus,91,Comedy,2010-06-18,75,6.1,2010,7000000.0,0.0
0.346981,Smokin' Aces 2: Assassins' Ball,86,Action,2010-01-19,53,5.4,2010,8000000.0,0.0
0.346631,Daydream Nation,98,Drama,2010-09-10,35,5.7,2010,0.0,0.0
0.345663,Atrocious,75,Horror,2010-10-15,24,4.8,2010,0.0,0.0
0.189991,The Bunny Game,76,Horror,2010-01-01,11,4.8,2010,0.0,0.0
0.34123,Inception: The Cobol Job,15,Animation,2010-12-07,177,7.3,2010,0.0,0.0
0.340855,Happy People: A Year in the Taiga,94,Documentary,2010-09-03,22,7.1,2010,0.0,338987.0
0.312595,Our Family Wedding,103,Comedy,2010-03-12,26,5.9,2010,14000000.0,21409028.0
0.146543,ì˜í˜•ì œ,116,Drama,2010-02-04,10,6.3,2010,0.0,0.0
0.335013,"Ultramarines: A Warhammer 40,000 Movie",76,Animation,2010-12-10,15,5.5,2010,0.0,0.0
0.334115,Double Wedding,87,Comedy,2010-07-20,12,5.3,2010,104002432.0,0.0
0.332904,Halo Legends,93,Action,2010-02-16,19,7.2,2010,100000.0,1000000.0
0.331978,Free Willy: Escape From Pirate's Cove,75,Action,2010-03-23,22,5.1,2010,0.0,0.0
0.328667,Barney's Version,134,Comedy,2010-10-26,70,6.9,2010,30000000.0,8454301.0
